route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"SG",1,5448,"Wall St./Pier 11",8407,0,84,138
"SG",1,5449,"Wall St./Pier 11",8108,0,81,138
"SG",1,5450,"Wall St./Pier 11",8208,0,82,138
"SG",1,5451,"Wall St./Pier 11",8409,0,84,138
"SG",1,5452,"Wall St./Pier 11",8305,0,83,138
"SG",1,5453,"Wall St./Pier 11",8110,0,81,138
"SG",1,5454,"Wall St./Pier 11",8210,0,82,138
"SG",1,5455,"Wall St./Pier 11",8411,0,84,138
"SG",1,5456,"Wall St./Pier 11",8307,0,83,138
"SG",1,5457,"Wall St./Pier 11",8112,0,81,138
"SG",1,5458,"Wall St./Pier 11",8212,0,82,138
"SG",1,5459,"Midtown West/W 39th St-Pier 79",8101,1,81,16
"SG",1,5460,"Midtown West/W 39th St-Pier 79",8201,1,82,139
"SG",1,5461,"Midtown West/W 39th St-Pier 79",8302,1,83,139
"SG",1,5462,"Midtown West/W 39th St-Pier 79",8402,1,84,139
"SG",1,5463,"Midtown West/W 39th St-Pier 79",8103,1,81,139
"SG",1,5464,"Midtown West/W 39th St-Pier 79",8203,1,82,139
"SG",1,5465,"Midtown West/W 39th St-Pier 79",8304,1,83,139
"SG",1,5466,"Midtown West/W 39th St-Pier 79",8404,1,84,139
"SG",1,5467,"Midtown West/W 39th St-Pier 79",8105,1,81,139
"SG",1,5468,"Midtown West/W 39th St-Pier 79",8205,1,82,139
"SG",1,5469,"Midtown West/W 39th St-Pier 79",8406,1,84,139
"SG",1,5470,"Midtown West/W 39th St-Pier 79",8107,1,81,139
"SG",1,5471,"Midtown West/W 39th St-Pier 79",8207,1,82,139
"SG",1,5472,"Midtown West/W 39th St-Pier 79",8408,1,84,139
"SG",1,5473,"Midtown West/W 39th St-Pier 79",8109,1,81,139
"SG",1,5474,"Midtown West/W 39th St-Pier 79",8209,1,82,139
"SG",1,5475,"Midtown West/W 39th St-Pier 79",8410,1,84,139
"SG",1,5476,"Midtown West/W 39th St-Pier 79",8306,1,83,139
"SG",1,5477,"Midtown West/W 39th St-Pier 79",8111,1,81,139
"SG",1,5478,"Midtown West/W 39th St-Pier 79",8211,1,82,139
"SG",1,5479,"Midtown West/W 39th St-Pier 79",8412,1,84,139
"SG",1,5480,"Midtown West/W 39th St-Pier 79",8308,1,83,139
"SG",2,5481,"Wall St./Pier 11",8201,0,82,138
"SG",2,5482,"Wall St./Pier 11",8301,0,83,138
"SG",2,5495,"Midtown West/W 39th St-Pier 79",8101,1,81,139
"SG",2,5496,"Midtown West/W 39th St-Pier 79",8202,1,82,139
"SG",2,5497,"Midtown West/W 39th St-Pier 79",8302,1,83,139
"AS",1,5509,"East 90th St",4301,1,43,107
"AS",1,5510,"East 90th St",4102,1,41,107
"AS",1,5511,"East 90th St",4202,1,42,107
"AS",1,5512,"East 90th St",4303,1,43,107
"AS",1,5513,"East 90th St",4104,1,41,107
"AS",1,5514,"East 90th St",4204,1,42,107
"AS",1,5528,"Wall St./Pier 11",4101,0,41,108
"AS",1,5529,"Wall St./Pier 11",4201,0,42,108
"AS",1,5530,"Wall St./Pier 11",4302,0,43,108
"AS",1,5531,"Wall St./Pier 11",4103,0,41,108
"AS",1,5532,"Wall St./Pier 11",4203,0,42,108
"AS",1,5533,"Wall St./Pier 11",4304,0,43,108
"AS",1,5534,"Wall St./Pier 11",4105,0,41,108
"AS",1,5535,"Wall St./Pier 11",4205,0,42,108
"SB",1,5549,"Governors Island",3203,0,32,137
"SB",1,5550,"Governors Island",3205,0,32,137
"SB",1,5559,"East 34th Street",3204,1,32,136
"SB",1,5560,"East 34th Street",3206,1,32,136
"RES",1,5568,"Rockaway",10201,0,102,44
"RES",1,5569,"Rockaway",10103,0,101,44
"RES",1,5570,"Rockaway",10203,0,102,44
"RES",1,5571,"Rockaway",10105,0,101,44
"RES",1,5572,"Rockaway",10205,0,102,44
"RES",1,5578,"Rockaway",10113,0,101,44
"RES",1,5580,"Rockaway East",10202,1,102,132
"RES",1,5581,"Rockaway East",10104,1,101,132
"RES",1,5582,"Rockaway East",10204,1,102,132
"RES",1,5583,"Rockaway East",10106,1,101,132
"RES",1,5584,"Rockaway East",10206,1,102,132
"RES",1,5590,"Rockaway East",10114,1,101,132
"RWS",1,5592,"Rockaway",20103,0,201,27
"RWS",1,5593,"Rockaway",20105,0,201,27
"RWS",1,5594,"Rockaway",20107,0,201,27
"RWS",1,5595,"Rockaway",20109,0,201,27
"RWS",1,5596,"Rockaway",20111,0,201,27
"RWS",1,5602,"Rockaway",20123,0,201,27
"RWS",1,5604,"Rockaway West",20104,1,201,35
"RWS",1,5605,"Rockaway West",20106,1,201,35
"RWS",1,5606,"Rockaway West",20108,1,201,35
"RWS",1,5607,"Rockaway West",20110,1,201,35
"RWS",1,5608,"Rockaway West",20112,1,201,35
"RWS",1,5614,"Rockaway West",20124,1,201,35
